Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population density (people per sq. km of land area),EN.POP.DNST,Azerbaijan,AZE,97.434779976999,98.1937920681807,98.9124645960929,99.6237235638581,100.475372556609,101.522501814662,102.672531674674,103.853368672016,106.059762547351,108.291290455327,109.542344173442,110.976336228798,112.460790244138,113.923480806688,115.348813858679,116.731076781631,118.033288980283,119.208741622511,120.25759188908,121.280071139933,122.124736829369,122.658802177858
Population density (people per sq. km of land area),EN.POP.DNST,"Bahamas, The",BHS,32.3511488511488,32.7508491508491,33.1282717282717,33.5282717282717,33.9442557442557,34.355044955045,34.8026973026973,35.2981018981019,35.7762237762238,36.2447552447552,36.7110889110889,37.1357642357642,37.5093906093906,37.8574425574426,38.1916083916084,38.4961038961039,38.7667332667333,39.0094905094905,39.2324675324675,39.4280719280719,39.5467532467532,39.5977022977023
Population density (people per sq. km of land area),EN.POP.DNST,Bahrain,BHR,898.002816901408,931.430985915493,1000.77887323944,1061.82916666667,1128.41232876712,1201.11081081081,1297.87027027027,1385.72666666667,1451.96842105263,1550.54605263158,1612.26115485564,1558.0443285528,1570.08311688312,1627.52077922078,1705.00907911803,1761.33933161954,1827.63286264442,1924.50769230769,1931.99357326478,1902.25128205128,1875.41910828025,1904.25949367089
Population density (people per sq. km of land area),EN.POP.DNST,Bangladesh,BGD,1033.6045478989,1050.97802873166,1067.32471383575,1082.97112237843,1097.8171314435,1111.74453407083,1124.7289928555,1136.89235614965,1148.30040715987,1159.05134823692,1169.25544288238,1179.92683413997,1191.28909118845,1202.52086502266,1213.52791733886,1224.42328493508,1235.3993393255,1245.95641852962,1256.22726434662,1266.90523930245,1277.54493354844,1287.99918568026
Population density (people per sq. km of land area),EN.POP.DNST,Barbados,BRB,609.448837209302,610.290697674419,614.297674418605,618.083720930233,621.623255813954,624.897674418605,627.911627906977,630.902325581395,634.218604651163,637.495348837209,640.1,642.183720930233,644.041860465116,645.732558139535,647.320930232558,648.813953488372,650.227906976744,651.560465116279,652.816279069767,653.96976744186,655.111627906977,656.155813953488
Population density (people per sq. km of land area),EN.POP.DNST,Belarus,BLR,49.1974779144976,48.9467226045631,48.6397310049352,48.3012483606638,47.9754751867465,47.6446879945571,47.3372826558372,47.1212709646576,46.9585563473992,46.8441433626748,46.7409685463919,46.6297521068454,46.5593029044007,46.5393725235082,46.5506003261518,46.611337189252,46.6499448243246,46.5987595325832,46.5010592176569,46.4107506220284,46.211212927382,45.8368317319537
Population density (people per sq. km of land area),EN.POP.DNST,Belgium,BEL,337.957010516599,339.121418916691,340.64500708799,342.074077737118,343.557742392774,345.452708271519,347.738700425279,350.301651666502,353.079912966077,355.932252002769,359.199090099891,363.902812118814,366.166617215574,367.896581281113,369.533412455082,371.680875614018,373.567467774371,375.009329772855,374.74351490506,376.761985964452,378.38932248967,379.949990161999
Population density (people per sq. km of land area),EN.POP.DNST,Belize,BLZ,10.5567295046032,10.889039894783,11.2235423060061,11.5642262165717,11.9109162647961,12.2635247698378,12.6206926786497,12.9811486190267,13.3433143358176,13.7051293292416,14.0396755808856,14.3488820692679,14.6608505041648,14.977071459886,15.2969311705392,15.6217886891714,15.9888206926786,16.3613327487944,16.6692678649715,16.9149057430951,17.1333625602806,17.3321350284963
Population density (people per sq. km of land area),EN.POP.DNST,Benin,BEN,64.0441557289819,66.0304717985101,68.0686945725434,70.1762149698475,72.3580525008868,74.7263568641362,77.0950869102519,79.4073164242639,81.8416637105357,84.3333008158922,86.8879389854558,89.5142160340546,92.2105090457609,94.9701489890032,97.8184107839659,100.750984391628,103.741060659808,106.773501241575,109.820388435615,112.865865555161,115.911395885066,118.955454061724
Population density (people per sq. km of land area),EN.POP.DNST,Bermuda,BMU,1139.81481481481,1145.68518518519,1150.77777777778,1155.2962962963,1158.42592592593,1161.31481481481,1163.59259259259,1166.85185185185,1172.22222222222,1177.12962962963,1180.09259259259,1180.24074074074,1178.62962962963,1177.2962962963,1176.46296296296,1175.25925925926,1174.98148148148,1177.37037037037,1182.05555555556,1187.16666666667,1192.25925925926,1197.18518518519
Population density (people per sq. km of land area),EN.POP.DNST,Bhutan,BTN,14.9965577889447,15.3465829145729,15.6886683417085,16.0216834170854,17.0670304588504,17.3640370438387,17.5984206522024,17.8041556260986,18.0064275782459,18.2067843744261,18.407324815699,18.6105149933101,18.8178240680012,19.0275467639111,19.2339113781252,19.4301230422121,19.6063863255034,19.7759804949664,19.920267435763,20.0530676455165,20.1889355007866,20.3314630309386
Population density (people per sq. km of land area),EN.POP.DNST,Bolivia,BOL,7.94454537062679,8.07969722145297,8.21596510661866,8.35474937690391,8.49652635465707,8.64096187575002,8.78952183144097,8.94116126650051,9.09337948859965,9.24607680236315,9.39937690390474,9.55315148158405,9.7071974522293,9.86117234376442,10.0146662974245,10.1677328533186,10.3203360103388,10.4722486845749,10.6234357980246,10.7739185821102,10.9076885442629,11.0194405981723
Population density (people per sq. km of land area),EN.POP.DNST,Bosnia and Herzegovina,BIH,81.24552734375,81.6296484375,81.7969140625,81.61177734375,80.87865234375,80.00962890625,79.36078125,78.3871875,77.10046875,75.7772265625,74.4428125,73.0819921875,71.68189453125,70.52458984375,69.62556640625,68.72150390625,67.83208984375,66.9664453125,66.15234375,65.34244140625,64.44041015625,63.37708984375
Population density (people per sq. km of land area),EN.POP.DNST,Botswana,BWA,2.95975508619625,3.02128703262577,3.07864944506202,3.13330157217723,3.18872478958234,3.24647892294391,3.30759973885272,3.37233073950558,3.44073897623207,3.51255977273128,3.58744199177739,3.65877049035696,3.72067298360771,3.77725195419335,3.83259047518219,3.88769431651757,3.94328163322923,3.99969473999965,4.05685423393856,4.11498067863004,4.17464048135797,4.23736347114146
Population density (people per sq. km of land area),EN.POP.DNST,Brazil,BRA,20.8202162203552,21.0933536648106,21.3568430296693,21.610392742883,21.8559563491399,22.0967943824822,22.3318951345634,22.5591243984906,22.7762758221327,22.9811837322658,23.175243415401,23.3646162902273,23.555014752086,23.7467066835444,23.93895376244,24.1292359304821,24.3137963709629,24.4915070817191,24.659465024515,24.8207686159839,24.9649852718428,25.0714027283582
Population density (people per sq. km of land area),EN.POP.DNST,British Virgin Islands,VGB,134.94,138.64,142.866666666667,147.56,152.54,157.766666666667,163.286666666667,169.106666666667,175.253333333333,181.453333333333,184.5,191.4,202.3,211.353333333333,219.746666666667,229.986666666667,225.853333333333,217.993333333333,231.046666666667,242.633333333333,247.566666666667,252.06
Population density (people per sq. km of land area),EN.POP.DNST,Brunei Darussalam,BRN,61.9400379506641,63.253320683112,64.5349146110057,65.7755218216319,66.9660341555977,68.1055028462998,69.1960151802657,70.3743833017078,71.6874762808349,73.0459203036053,74.4462998102467,75.7853889943074,76.9557874762808,78.026944971537,79.0796963946869,80.1161290322581,81.1316888045541,82.1199240986717,83.0759013282732,84,84.896394686907,85.715559772296
Population density (people per sq. km of land area),EN.POP.DNST,Bulgaria,BGR,73.8513242339329,72.3957516044473,72.0327297794118,71.4841132665257,70.953107760206,70.4986377025037,69.9716652858326,69.4718534204953,68.98592210662,68.5744565217391,68.1245302137067,67.6890935887988,67.2981577008106,66.922577376566,66.5432756079587,66.1200350036846,65.6579034635225,65.1800571112749,64.7110998526161,64.2571941783346,63.8726510685335,63.3543017686072
Population density (people per sq. km of land area),EN.POP.DNST,Burkina Faso,BFA,43.5875219298246,44.9378691520468,46.348307748538,47.8162719298246,49.3440533625731,50.9215021929825,52.5354788011696,54.1531688596491,55.7678837719298,57.419831871345,59.1246271929825,60.8987865497076,62.764206871345,64.6762024853801,66.6281469298246,68.6311659356725,70.6683333333333,72.713475877193,74.7013450292398,76.6153216374269,78.5039839181287,80.3919700292398
Population density (people per sq. km of land area),EN.POP.DNST,Burundi,BDI,251.954595015576,258.347546728972,265.73722741433,274.266121495327,284.682866043614,295.455568535826,306.290771028037,317.829984423676,331.216394080997,348.428582554517,365.126323987539,378.425934579439,392.173987538941,406.516394080997,420.552375389408,430.201713395639,437.673325545171,448.082632398754,461.816433021807,477.232710280374,491.317601246106,504.886331775701
Population density (people per sq. km of land area),EN.POP.DNST,Cabo Verde,CPV,112.485607940447,114.216625310174,115.892307692308,117.46476426799,118.950372208437,120.375930521092,121.768734491315,123.124069478908,124.40570719603,125.593300248139,126.497270471464,126.909925558313,127.035980148883,127.102977667494,127.128039702233,127.144913151365,127.184615384615,127.268734491315,127.398263027295,127.569230769231,127.711910669975,128.200744416873
Population density (people per sq. km of land area),EN.POP.DNST,Cambodia,KHM,70.6001359619307,71.7113301608883,72.8259743938364,73.934783593927,75.0324665760254,76.1341604350782,77.2661907999094,78.4147405393157,79.6140890550646,80.8792771357353,82.1477792884659,83.4046227056424,84.6651087695445,85.9404486743712,87.2239519601178,88.5069737140267,89.8074042601405,91.0569453886245,92.1964763199638,93.3679129843644,94.7511556764106,96.160803308407
Population density (people per sq. km of land area),EN.POP.DNST,Cameroon,CMR,31.5471028749127,32.3866429734933,33.2667555160669,34.1865837405598,35.1388525734594,36.1206532546381,37.1272175329483,38.1838674874659,39.2927080027924,40.4348839669142,41.607044488164,42.8006684859639,44.0217659876034,45.2759112352182,46.6668634046244,48.1551352837892,49.6163842525015,51.0431363838294,52.4769583888642,53.9571724736096,55.4474371178947,56.9392608576083
Population density (people per sq. km of land area),EN.POP.DNST,Canada,CAN,3.42261133957721,3.45999036315513,3.497728426127,3.529322777419,3.56237648609852,3.59627553791775,3.63291127522004,3.66834597611535,3.70832237476842,3.75101571675707,3.79293521117963,3.83011279793076,3.8718472515473,3.91284812265562,3.9522291338328,3.98239245827659,4.02771072511681,4.07614836279598,4.13498944297029,4.19587500655283,4.24162135453439,4.351026204103
Population density (people per sq. km of land area),EN.POP.DNST,Cayman Islands,CYM,165.308333333333,171.204166666667,177.141666666667,183.058333333333,188.966666666667,194.95,200.966666666667,207.029166666667,213.129166666667,219.241666666667,225.4125,231.691666666667,238.066666666667,244.395833333333,250.666666666667,256.841666666667,262.916666666667,268.895833333333,274.754166666667,280.529166666667,286.183333333333,292.116666666667
Population density (people per sq. km of land area),EN.POP.DNST,Central African Republic,CAF,6.15335323766413,6.29151337121577,6.43050659732255,6.58622427686282,6.73027384506726,6.88434620694083,7.02683713762882,7.16358470576905,7.31802626087515,7.26997174869177,7.21210151208707,7.32771678063501,7.40127772962214,7.45195511894443,7.42107611801342,7.430928761758,7.56631513050178,7.6944861793316,7.83116151401329,7.93717775851552,8.06868278275386,8.20588140871296
Population density (people per sq. km of land area),EN.POP.DNST,Chad,TCD,6.75992137865311,6.99183926302414,7.23966963151207,7.53481019695044,7.87804637865311,8.20210609911055,8.50256035578145,8.80055590851334,9.11395806861499,9.44548443456163,9.77809323379924,10.1294448856417,10.4915803684879,10.8728391041931,11.2680098475222,11.6324817344346,12.0033791296061,12.4068924714104,12.830790184244,13.2506535895807,13.6790652795426,14.1584124841169
Population density (people per sq. km of land area),EN.POP.DNST,Channel Islands,CHI,748.030303030303,751.767676767677,756.974747474747,762.424242424242,767.873737373737,773.363636363636,778.858585858586,784.388888888889,789.939393939394,795.510101010101,801.116161616162,806.59595959596,811.954545454545,817.055555555556,821.848484848485,825.525252525253,827.691919191919,829.893939393939,833.075757575758,836.560606060606,839.570707070707,842.126262626263
Population density (people per sq. km of land area),EN.POP.DNST,Chile,CHL,20.8513352485165,21.0937108288547,21.3278312164103,21.5522021917012,21.7708477913526,21.9879951367258,22.2037450977228,22.4221432298812,22.6472942657478,22.876931994857,23.107901206673,23.3370130673596,23.5620242302954,23.7878208335351,24.0261279944912,24.2728288762286,24.5681705696594,24.9604159605774,25.4100576706853,25.8196607543455,26.0521726031966,26.1674467272424
Population density (people per sq. km of land area),EN.POP.DNST,China,CHN,134.492481002789,135.473048750848,136.383779609948,137.235919250104,138.053436689892,138.867766063821,139.645342881819,140.376588050196,141.097705219827,141.801244134798,142.487743405,143.268509836432,144.243669001474,145.207643927049,146.125816729087,146.977949259981,147.822641376791,148.720043543977,149.417194545073,149.948179684945,150.305542803154,150.439753691066
Population density (people per sq. km of land area),EN.POP.DNST,Colombia,COL,35.2320270392068,35.790231635872,36.3449121225777,36.8971870211807,37.4431464623704,37.9711374493015,38.477768364128,38.9683406940063,39.4401153672826,39.9022451554754,40.3581063542136,40.7928021631365,41.2039747634069,41.5967408742677,41.969742226228,42.3343307796305,42.7557566471383,43.3808724650744,44.1860883280757,44.9824109959441,45.6331653898152,46.1362532672375
Population density (people per sq. km of land area),EN.POP.DNST,Comoros,COM,288.060182697474,294.046211714132,300.334766254702,306.178398710371,312.038688876948,318.472326706072,324.961311123052,331.502955400322,338.155292853305,344.94734013971,351.873186458893,358.976894142934,366.270822138635,374.095647501343,382.322944653412,390.479312197743,398.571198280494,406.592692101021,414.610424502955,422.664159054272,431.038688876948,439.642127888232
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Dem. Rep.",COD,22.2789272402461,22.995807767804,23.709456783044,24.4122833638429,25.1418102820846,25.9260819126177,26.7377905207208,27.5590533953817,28.4028424604662,29.2944769634547,30.2432844445425,31.2517637458371,32.3127491674202,33.430844048433,34.5838168545025,35.7449244613043,37.0333318629938,38.4126499194989,39.7201843805827,40.9992907081891,42.3413678569066,43.7347795593392
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Rep.",COG,9.22795021961933,9.58283162518302,9.81192093704246,10.0900527086384,10.4408609077599,10.8239912152269,11.2369224011713,11.6557247437775,12.0454377745242,12.5365124450952,13.0667349926794,13.4984597364568,13.8812591508053,14.2228374816984,14.5706588579795,14.9270307467057,15.2929311859444,15.6691390922401,16.0559824304539,16.4470307467057,16.845654465593,17.2538301610542
Population density (people per sq. km of land area),EN.POP.DNST,Costa Rica,CRI,77.119839404622,78.5144339992166,79.8218762240501,81.0572659616138,82.257696827262,83.4555424990208,84.63258911085,85.7862906384645,86.9576184880533,88.1275166470819,89.2276145710928,90.2826674500588,91.3422248335292,92.3648061104583,93.3630826478653,94.360321190756,95.3191931061496,96.2235996866432,97.0978848413631,97.9152565609087,98.5961613787701,99.0988640814728
Population density (people per sq. km of land area),EN.POP.DNST,Cote d'Ivoire,CIV,55.6572452830189,57.166393081761,58.6628018867925,60.143213836478,61.6194968553459,63.108358490566,64.6125849056604,66.1338301886792,67.6554685534591,69.1759119496855,70.7171855345912,72.2704402515723,73.7958427672956,75.2823113207547,77.1301729559748,79.3910125786164,81.7276886792453,84.0672075471698,86.3653238993711,88.6572610062893,90.9290849056604,93.2067169811321
Population density (people per sq. km of land area),EN.POP.DNST,Croatia,HRV,79.9166905136643,76.9001645442839,76.9454499928459,76.8958437567007,76.9173039811307,77.0163855335573,77.0345043242084,77.0176720749053,77.0085233364306,76.927685655064,76.7533950396684,76.4888499749839,76.1269387463369,75.6543849617611,75.0767993710242,74.1856371953399,73.3840861982703,72.2144056893717,71.2739439639768,70.5701879779859,69.946497498213,69.3170300214439
Population density (people per sq. km of land area),EN.POP.DNST,Cuba,CUB,103.436769087523,103.762867783985,105.060795187518,105.351343984962,105.617479560192,105.811292747088,105.971530583482,106.043517474634,106.085700864337,106.113481773769,106.138754227734,105.757568101214,105.984819360707,108.40689886778,108.496202653336,108.309942363112,108.2815455594,108.360587668593,108.16105973025,107.927225433526,107.672003853565,107.149980732177
Population density (people per sq. km of land area),EN.POP.DNST,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,339.709459459459,342.540540540541,346.445945945946,351.146396396396,355.810810810811,359.603603603604,360.754504504504,358.864864864865,354.596846846847,348.97972972973,343.173423423423
Population density (people per sq. km of land area),EN.POP.DNST,Cyprus,CYP,102.561363636364,104.342748917749,106.21645021645,108.180735930736,110.159632034632,112.137554112554,114.114502164502,116.094588744589,118.076406926407,120.061796536797,122.058008658009,124.079329004329,126.125216450216,128.127164502165,130.065043290043,131.980735930736,133.88658008658,135.744047619048,137.525649350649,139.250108225108,140.935822510823,142.565909090909
Population density (people per sq. km of land area),EN.POP.DNST,Czechia,CZE,132.717264138734,132.219554807817,131.96474699107,131.926983305293,131.984222107171,132.166916903961,132.542459546926,133.318161812298,134.445921802175,135.214085965821,135.626181535673,135.90687556649,136.097177262722,136.159958559959,136.30337995338,136.589288952208,136.851858567543,137.21587877218,137.675534257221,138.226810266108,138.575928842168,136.108349053848
Population density (people per sq. km of land area),EN.POP.DNST,Denmark,DNK,133.4904,133.969575,134.398275,134.76435,135.113075,135.4858,135.9318,136.53595,137.340525,138.077375,138.692075,139.2643,139.7893,140.3733,141.086875,142.087075,143.20025,144.1245,144.8409,145.36055,145.7851,146.418325
Population density (people per sq. km of land area),EN.POP.DNST,Djibouti,DJI,32.2397756686799,33.2749352890423,34.3215703192407,35.0957290767903,35.639516824849,36.2022001725626,36.9182053494392,37.7276962899051,38.5131147540984,39.3238567730802,40.1316220880069,40.9213977566868,41.7060828300259,42.4859361518551,43.2578515962036,44.0169542709232,44.7650129421915,45.5065142364107,46.2416738567731,46.9676013805004,47.6785159620362,48.3713546160483
Population density (people per sq. km of land area),EN.POP.DNST,Dominica,DMA,91.348,91.0506666666667,91.156,91.3746666666667,91.532,91.6453333333333,91.7413333333333,91.796,91.8053333333333,91.8186666666667,91.812,92.0706666666667,92.1573333333333,92.9533333333333,93.8306666666667,93.88,92.808,91.328,90.8986666666667,90.5066666666667,90.0973333333333,89.6026666666667
Population density (people per sq. km of land area),EN.POP.DNST,Dominican Republic,DOM,177.689712274891,180.506789484579,183.238149451459,185.895673773546,188.468060442972,190.954957565721,193.359200993583,195.728793210515,198.160422272821,200.688573794245,203.274166839164,205.870854895467,208.453963982612,211.008755951149,213.527799627406,215.997288346098,218.410888014904,220.799896501759,223.18470296005,226.026774543851,228.397349102723,230.786990834893
Population density (people per sq. km of land area),EN.POP.DNST,Ecuador,ECU,51.0919874375906,51.9839748751812,52.9009180222258,53.8424303430504,54.7942543082622,55.7503744564342,56.7165847962635,57.6935617651796,58.6857867611532,59.6954179416975,60.7050048316959,61.7097237880496,62.700088581092,63.6460299565147,64.5640360766629,65.4945442100177,66.4565107102593,67.4807497181511,68.6485223063295,69.8180906748269,70.6477089708488,71.1968674504751
Population density (people per sq. km of land area),EN.POP.DNST,"Egypt, Arab Rep.",EGY,73.4173328645336,74.9932482796725,76.587610628359,78.2094007735195,79.8407182681199,81.4717002360741,83.0784097644281,84.6614345270983,86.2572595308654,87.9015882264303,89.6037691496308,91.5094268923602,93.5868210357125,95.7693033301522,97.9744376914963,100.052581244663,102.109185795369,104.170030639409,106.165145411623,108.044761665578,109.814781254709,111.464169973379
Population density (people per sq. km of land area),EN.POP.DNST,El Salvador,SLV,286.841988416988,288.033783783784,288.930067567568,289.507673745174,289.800723938224,289.844498069498,289.68721042471,290.049420849421,290.989237451737,291.905357142857,292.86916023166,293.925048262548,295.076013513513,296.276013513514,297.439913127413,298.439961389961,299.266409266409,299.880936293436,300.183735521236,300.304922779923,300.901206563707,301.919980694981
Population density (people per sq. km of land area),EN.POP.DNST,Equatorial Guinea,GNQ,25.0723351158645,26.7321212121212,28.4476648841355,30.2268092691622,32.0826024955437,33.7742245989305,35.3063458110517,36.935614973262,38.6641711229947,40.4874509803922,42.3916221033868,44.272192513369,46.1134759358289,47.9935115864528,49.9047415329768,51.8332620320856,53.7677718360071,55.7003921568627,57.6264527629233,59.5428520499109,61.1931550802139,62.7018181818182
Population density (people per sq. km of land area),EN.POP.DNST,Eritrea,ERI,22.2478316831683,22.8918712871287,23.6928514851485,24.6921089108911,21.4765054072847,21.9889099906246,22.3422474247986,22.6651485964038,23.2643755206101,23.8530992984597,24.3272910774296,24.7626561652109,25.0820517513238,25.3975905581196,25.572294764578,25.6468528978016,25.8074296058691,26.0206072238481,26.3695100817645,26.7606490641362,27.1914115855899,27.678123387605
Population density (people per sq. km of land area),EN.POP.DNST,Estonia,EST,32.9555319650861,32.7462845010616,32.5395140363293,32.3359282849729,32.1431941495636,31.9597782495872,31.7718801604152,31.6272705826846,31.5425807973579,31.4818353385232,31.4101203113942,31.3149091766926,31.2030195800896,30.3196917414309,30.2402806533241,30.26011042098,30.2689210950081,30.816,30.9234385964912,31.0385497076023,31.0999298245614,31.1329122807018
Population density (people per sq. km of land area),EN.POP.DNST,Eswatini,SWZ,60.5473255813953,61.1083720930233,61.5954069767442,62.0174418604651,62.3929651162791,62.7338372093023,63.0486046511628,63.4130813953488,63.8425,64.2530813953488,64.6308139534884,64.9902906976744,65.3408720930233,65.6970930232558,66.0638953488372,66.4426162790698,66.8318023255814,67.3369186046512,67.960988372093,68.5973255813954,69.3447093023256,70.1507558139535
Population density (people per sq. km of land area),EN.POP.DNST,Ethiopia,ETH,67.411494,69.487762,71.635517,73.832663,67.4086372526321,69.4377847665754,71.5067748631684,73.6318622061839,75.7983969601131,77.9802631357432,80.224030211657,82.537679592612,84.8841807786957,87.224157853982,89.598740246565,92.0367822337439,94.5614799764478,97.1744352590326,99.8298825389562,102.552159549746,105.370090895445,108.224068056306
Population density (people per sq. km of land area),EN.POP.DNST,Faroe Islands,FRO,32.7750716332378,33.4061604584527,33.9075931232092,34.4068767908309,34.6590257879656,34.64111747851,34.6239255014327,34.6547277936963,34.775787965616,34.9505730659026,34.8545845272206,34.7729226361032,34.5924068767908,34.5601719197708,34.6905444126075,35.0293696275072,35.432664756447,35.9469914040115,36.5315186246418,37.102435530086,38.4853587115666,38.9160583941606
Population density (people per sq. km of land area),EN.POP.DNST,Fiji,FJI,46.0267651888342,46.5022441160372,46.9649151614669,47.415763546798,47.8580186097428,48.2966064586754,48.7337164750958,49.1424192665572,49.4471264367816,49.6573070607553,49.8313628899836,49.972030651341,50.0776135741653,50.1561029009305,50.2235905856596,50.2779419813903,50.3101258894362,50.2878489326765,50.2014230979748,50.0765736179529,50.0800766283525,50.1757525998905
Population density (people per sq. km of land area),EN.POP.DNST,Finland,FIN,16.9940214714863,17.0327587905053,17.0740930431071,17.1148560359828,17.1646212941988,17.2234676122,17.3169839860577,17.3919563287185,17.4840375123396,17.5678545574202,17.6484106614018,17.7309947678436,17.8155615518773,17.8978314521702,17.9720030274112,18.0301108880919,18.0820078312658,18.1238944459068,18.1479501184522,18.1673609054717,18.1928768835954,18.2301659134121
Population density (people per sq. km of land area),EN.POP.DNST,France,FRA,111.253346165857,112.067339704548,112.885075251065,113.622202103795,114.520392938216,115.386807218244,116.193094052309,116.913654651479,117.567880604211,118.172968293712,118.756971420327,119.331558175679,119.910181040513,120.531619539153,121.105322368265,121.536702115031,121.857823021165,122.211970625889,122.650880182337,123.05944586591,123.45949371481,123.90091077276
Population density (people per sq. km of land area),EN.POP.DNST,French Polynesia,PYF,69.241428983002,70.3246902909824,71.3843272832037,72.4969749351772,73.6542783059637,74.7643330452319,75.8349178910977,76.7611639297033,77.320368769807,77.637856525497,77.9544799769519,78.2849322961683,78.675885911841,79.1495246326707,79.6274848746759,80.0535868625756,80.431575914722,80.6934600979545,80.6150965139729,80.3900893114376,80.4405070584846,80.6084701815039
Population density (people per sq. km of land area),EN.POP.DNST,Gabon,GAB,4.950409438429,5.08242713548337,5.22037877905849,5.36480769977103,5.5171692474871,5.67972600613187,5.85375480265456,6.03965149221873,6.23733845616486,6.44838747234835,6.67473512632437,6.91576434974968,7.16765242364264,7.42445375868359,7.67803391935421,7.92094151434005,8.15114681569449,8.37078433655451,8.58585788023441,8.80081499592502,9.01361819381379,9.22389878526798
Population density (people per sq. km of land area),EN.POP.DNST,"Gambia, The",GMB,143.783003952569,147.728359683794,151.748122529644,155.890415019763,160.208695652174,164.726976284585,169.493577075099,174.483596837945,179.629644268775,184.923122529644,190.378458498024,196.026086956522,201.886758893281,207.887351778656,213.886166007905,219.815118577075,225.668873517787,231.441600790514,237.117786561265,242.771146245059,248.590217391304,254.546442687747
Population density (people per sq. km of land area),EN.POP.DNST,Georgia,GEO,71.3308898141992,70.232915777319,69.6055670247384,69.13705867945,68.7102417859267,68.2751145946324,67.8880821582281,67.5348682599111,67.3300150460128,66.7346478183281,66.2496063543161,65.7203016200707,65.238006928164,65.0419538822212,65.0725007872914,65.1750586094685,65.2140557752196,65.2227859617201,65.197330207495,65.0855698239966,65.1302704783232,64.8834808775675
Population density (people per sq. km of land area),EN.POP.DNST,Germany,DEU,235.596813297034,236.027300085985,236.451570830706,236.616427281328,236.592195429653,236.464680582636,236.225197866483,235.943361918146,235.522178240542,234.939637417171,234.606908225034,230.304633348634,230.750625466231,231.155712565925,232.108053883634,234.152986871524,235.712929356538,236.588722557747,237.294012250272,237.822954291766,238.017318755545,238.118085806692
Population density (people per sq. km of land area),EN.POP.DNST,Ghana,GHA,86.301692010196,88.6308736925376,91.1021710468489,93.5954337698866,96.1074887931792,98.6615012745012,101.260007031731,103.903836688055,106.574430869298,109.267223345346,111.958315021535,114.683519381208,117.492607893118,120.357708534763,123.238076821658,126.114388678914,129.017939702909,131.88166476224,134.647029093786,137.382028101418,140.147712389575,142.918455784436
Population density (people per sq. km of land area),EN.POP.DNST,Gibraltar,GIB,2770.9,2765.7,2783.1,2827.4,2871.5,2916.3,2959.4,3000.6,3041.3,3082.3,3124.8,3166,3202.9,3240.7,3281.3,3319.3,3365.8,3424.5,3485.4,3549.4,3617.3,3685.8
Population density (people per sq. km of land area),EN.POP.DNST,Greece,GRC,83.83093871218,84.2678975950349,84.5773622963538,84.7794414274632,84.9894569433669,85.2390535298681,85.4954383242824,85.7135221101629,85.9413576415826,86.1677036462374,86.278828549263,86.1512723041117,85.6866640806827,85.067579519007,84.5028161365399,83.947889837083,83.5994647013189,83.4342823894492,83.2651823118697,83.1775174553918,82.999216446858,81.9953995345229
Population density (people per sq. km of land area),EN.POP.DNST,Greenland,GRL,0.136922889511512,0.137288342063589,0.137919356803508,0.138299427457668,0.138655134608357,0.138713607016689,0.138321354610793,0.137787793884761,0.137234742355951,0.137222560604215,0.138640516506274,0.138603971251066,0.138409063223292,0.137612376659764,0.137154342794494,0.136713363381654,0.136888780606651,0.136854671701791,0.136491655500061,0.136983798270191,0.137329760019491,0.138026556218784
Population density (people per sq. km of land area),EN.POP.DNST,Grenada,GRD,316.032352941176,317.608823529412,318.835294117647,320.247058823529,321.538235294118,322.747058823529,323.926470588235,325.064705882353,326.164705882353,327.217647058824,328.194117647059,329.644117647059,331.691176470588,333.785294117647,335.682352941176,337.282352941176,338.617647058824,339.523529411765,340.267647058824,341.120588235294,342.179411764706,343.2
Population density (people per sq. km of land area),EN.POP.DNST,Guam,GUM,296.416666666667,298.757407407407,300.583333333333,302.105555555556,303.351851851852,304.37962962963,305.257407407407,306.05,306.838888888889,307.727777777778,308.374074074074,308.412962962963,308.02037037037,307.344444444444,306.455555555556,305.37962962963,304.135185185185,302.759259259259,301.257407407407,299.644444444444,300.292592592593,303.203703703704
Population density (people per sq. km of land area),EN.POP.DNST,Guatemala,GTM,109.160059723778,111.696733855916,114.286254199328,116.889156401642,119.516629339306,122.131662933931,124.742991787981,127.398656215006,130.040817469205,132.65781075028,135.312728630086,138.037756625607,140.814175065323,143.59217058604,146.339352370287,149.045754012691,151.817469204927,154.603928704741,157.201241134752,159.609957073535,161.97578387458,164.227790220231
